country;year;sex;age;suicides_no;population;suicidesper100k;country-year;HDI for year;gdp_for_year_dolar;gdp_per_capita;generation
Netherlands;2009;male;25-34 years;115;1003333;11,46;Netherlands2009;;857,932,759,100;54988;Generation X
Netherlands;2009;female;35-54 years;209;2458921;8,5;Netherlands2009;;857,932,759,100;54988;Boomers
Netherlands;2009;male;15-24 years;77;1025904;7,51;Netherlands2009;;857,932,759,100;54988;Millenials
Netherlands;2009;female;55-74 years;131;1773158;7,39;Netherlands2009;;857,932,759,100;54988;Silent
Netherlands;2009;female;75+ years;48;705088;6,81;Netherlands2009;;857,932,759,100;54988;Silent
Netherlands;2009;female;25-34 years;48;996321;4,82;Netherlands2009;;857,932,759,100;54988;Generation X
Netherlands;2009;female;15-24 years;24;991956;2,42;Netherlands2009;;857,932,759,100;54988;Millenials
Netherlands;2009;male;5-14 years;6;1017952;0,59;Netherlands2009;;857,932,759,100;54988;Generation Z
Netherlands;2009;female;5-14 years;2;971815;0,21;Netherlands2009;;857,932,759,100;54988;Generation Z
Netherlands;2010;male;35-54 years;496;2479310;20,01;Netherlands2010;0,909;836,389,937,229;53302;Generation X
Netherlands;2010;male;55-74 years;332;1774913;18,71;Netherlands2010;0,909;836,389,937,229;53302;Silent
Netherlands;2010;male;75+ years;82;440573;18,61;Netherlands2010;0,909;836,389,937,229;53302;Silent
Netherlands;2010;male;25-34 years;115;1005583;11,44;Netherlands2010;0,909;836,389,937,229;53302;Generation X
Netherlands;2010;male;15-24 years;97;1034368;9,38;Netherlands2010;0,909;836,389,937,229;53302;Millenials
Netherlands;2010;female;35-54 years;208;2448571;8,49;Netherlands2010;0,909;836,389,937,229;53302;Generation X
Netherlands;2010;female;55-74 years;143;1809756;7,9;Netherlands2010;0,909;836,389,937,229;53302;Silent
Netherlands;2010;female;75+ years;46;714774;6,44;Netherlands2010;0,909;836,389,937,229;53302;Silent
Netherlands;2010;female;25-34 years;53;997025;5,32;Netherlands2010;0,909;836,389,937,229;53302;Generation X
Netherlands;2010;female;15-24 years;26;1000536;2,6;Netherlands2010;0,909;836,389,937,229;53302;Millenials
Netherlands;2010;male;5-14 years;5;1015895;0,49;Netherlands2010;0,909;836,389,937,229;53302;Generation Z
Netherlands;2010;female;5-14 years;1;970105;0,1;Netherlands2010;0,909;836,389,937,229;53302;Generation Z
Netherlands;2011;male;35-54 years;504;2459735;20,49;Netherlands2011;0,919;893,757,287,202;56667;Generation X
Netherlands;2011;male;75+ years;91;455083;20;Netherlands2011;0,919;893,757,287,202;56667;Silent
Netherlands;2011;male;55-74 years;316;1813398;17,43;Netherlands2011;0,919;893,757,287,202;56667;Boomers
Netherlands;2011;male;25-34 years;138;1010996;13,65;Netherlands2011;0,919;893,757,287,202;56667;Millenials
Netherlands;2011;female;55-74 years;161;1847013;8,72;Netherlands2011;0,919;893,757,287,202;56667;Boomers
Netherlands;2011;female;35-54 years;210;2433362;8,63;Netherlands2011;0,919;893,757,287,202;56667;Generation X
Netherlands;2011;male;15-24 years;85;1039605;8,18;Netherlands2011;0,919;893,757,287,202;56667;Millenials
Netherlands;2011;female;25-34 years;63;1002441;6,28;Netherlands2011;0,919;893,757,287,202;56667;Millenials
Netherlands;2011;female;75+ years;40;724633;5,52;Netherlands2011;0,919;893,757,287,202;56667;Silent
Netherlands;2011;female;15-24 years;38;1004949;3,78;Netherlands2011;0,919;893,757,287,202;56667;Millenials
Netherlands;2011;male;5-14 years;3;1013127;0,3;Netherlands2011;0,919;893,757,287,202;56667;Generation Z
Netherlands;2011;female;5-14 years;1;967820;0,1;Netherlands2011;0,919;893,757,287,202;56667;Generation Z
Netherlands;2012;male;35-54 years;532;2436155;21,84;Netherlands2012;0,92;828,946,812,397;52334;Generation X
Netherlands;2012;male;75+ years;91;469742;19,37;Netherlands2012;0,92;828,946,812,397;52334;Silent
Netherlands;2012;male;55-74 years;319;1852538;17,22;Netherlands2012;0,92;828,946,812,397;52334;Boomers
Netherlands;2012;male;25-34 years;143;1017789;14,05;Netherlands2012;0,92;828,946,812,397;52334;Millenials
Netherlands;2012;female;35-54 years;240;2414858;9,94;Netherlands2012;0,92;828,946,812,397;52334;Generation X
Netherlands;2012;female;55-74 years;182;1885068;9,65;Netherlands2012;0,92;828,946,812,397;52334;Boomers
Netherlands;2012;male;15-24 years;97;1041845;9,31;Netherlands2012;0,92;828,946,812,397;52334;Millenials
Netherlands;2012;female;75+ years;55;734017;7,49;Netherlands2012;0,92;828,946,812,397;52334;Silent
Netherlands;2012;female;25-34 years;58;1008927;5,75;Netherlands2012;0,92;828,946,812,397;52334;Millenials
Netherlands;2012;female;15-24 years;33;1006742;3,28;Netherlands2012;0,92;828,946,812,397;52334;Millenials
Netherlands;2012;male;5-14 years;4;1008342;0,4;Netherlands2012;0,92;828,946,812,397;52334;Generation Z
Netherlands;2012;female;5-14 years;2;963480;0,21;Netherlands2012;0,92;828,946,812,397;52334;Generation Z
Netherlands;2013;male;35-54 years;555;2410644;23,02;Netherlands2013;0,92;866,680,000,367;54510;Generation X
Netherlands;2013;male;75+ years;109;485554;22,45;Netherlands2013;0,92;866,680,000,367;54510;Silent
Netherlands;2013;male;55-74 years;409;1890352;21,64;Netherlands2013;0,92;866,680,000,367;54510;Boomers
Netherlands;2013;male;25-34 years;137;1024168;13,38;Netherlands2013;0,92;866,680,000,367;54510;Millenials
Netherlands;2013;female;55-74 years;186;1922945;9,67;Netherlands2013;0,92;866,680,000,367;54510;Boomers
Netherlands;2013;male;15-24 years;93;1044562;8,9;Netherlands2013;0,92;866,680,000,367;54510;Millenials
Netherlands;2013;female;35-54 years;209;2394702;8,73;Netherlands2013;0,92;866,680,000,367;54510;Generation X
Netherlands;2013;female;75+ years;59;744083;7,93;Netherlands2013;0,92;866,680,000,367;54510;Silent
Netherlands;2013;female;15-24 years;46;1009345;4,56;Netherlands2013;0,92;866,680,000,367;54510;Millenials
Netherlands;2013;female;25-34 years;46;1014090;4,54;Netherlands2013;0,92;866,680,000,367;54510;Millenials
Netherlands;2013;male;5-14 years;4;1002074;0,4;Netherlands2013;0,92;866,680,000,367;54510;Generation Z
Netherlands;2013;female;5-14 years;3;956989;0,31;Netherlands2013;0,92;866,680,000,367;54510;Generation Z
Netherlands;2014;male;35-54 years;563;2410644;23,35;Netherlands2014;0,922;879,635,084,125;55325;Generation X
Netherlands;2014;male;55-74 years;391;1890352;20,68;Netherlands2014;0,922;879,635,084,125;55325;Boomers
Netherlands;2014;male;75+ years;97;485554;19,98;Netherlands2014;0,922;879,635,084,125;55325;Silent
Netherlands;2014;male;25-34 years;117;1024168;11,42;Netherlands2014;0,922;879,635,084,125;55325;Millenials
Netherlands;2014;female;55-74 years;197;1922945;10,24;Netherlands2014;0,922;879,635,084,125;55325;Boomers
Netherlands;2014;female;35-54 years;228;2394702;9,52;Netherlands2014;0,922;879,635,084,125;55325;Generation X
Netherlands;2014;female;75+ years;61;744083;8,2;Netherlands2014;0,922;879,635,084,125;55325;Silent
Netherlands;2014;male;15-24 years;81;1044562;7,75;Netherlands2014;0,922;879,635,084,125;55325;Millenials
Netherlands;2014;female;25-34 years;54;1014090;5,32;Netherlands2014;0,922;879,635,084,125;55325;Millenials
Netherlands;2014;female;15-24 years;48;1009345;4,76;Netherlands2014;0,922;879,635,084,125;55325;Millenials
Netherlands;2014;female;5-14 years;1;956989;0,1;Netherlands2014;0,922;879,635,084,125;55325;Generation Z
Netherlands;2014;male;5-14 years;1;1002074;0,1;Netherlands2014;0,922;879,635,084,125;55325;Generation Z
Netherlands;2015;male;75+ years;129;523197;24,66;Netherlands2015;;757,999,453,314;47206;Silent
Netherlands;2015;male;55-74 years;418;1966083;21,26;Netherlands2015;;757,999,453,314;47206;Boomers
Netherlands;2015;male;35-54 years;499;2362263;21,12;Netherlands2015;;757,999,453,314;47206;Generation X
Netherlands;2015;male;25-34 years;146;1045012;13,97;Netherlands2015;;757,999,453,314;47206;Millenials
Netherlands;2015;female;55-74 years;220;1998082;11,01;Netherlands2015;;757,999,453,314;47206;Boomers
Netherlands;2015;female;35-54 years;211;2353550;8,97;Netherlands2015;;757,999,453,314;47206;Generation X
Netherlands;2015;male;15-24 years;89;1058675;8,41;Netherlands2015;;757,999,453,314;47206;Millenials
Netherlands;2015;female;75+ years;55;770107;7,14;Netherlands2015;;757,999,453,314;47206;Silent
Netherlands;2015;female;25-34 years;65;1030867;6,31;Netherlands2015;;757,999,453,314;47206;Millenials
Netherlands;2015;female;15-24 years;34;1018674;3,34;Netherlands2015;;757,999,453,314;47206;Millenials
Netherlands;2015;female;5-14 years;6;943082;0,64;Netherlands2015;;757,999,453,314;47206;Generation Z
Netherlands;2015;male;5-14 years;1;987750;0,1;Netherlands2015;;757,999,453,314;47206;Generation Z
Netherlands;2016;male;75+ years;123;541327;22,72;Netherlands2016;;777,227,541,581;48108;Silent
Netherlands;2016;male;55-74 years;436;2004642;21,75;Netherlands2016;;777,227,541,581;48108;Boomers
Netherlands;2016;male;35-54 years;478;2341693;20,41;Netherlands2016;;777,227,541,581;48108;Generation X
Netherlands;2016;male;25-34 years;159;1061905;14,97;Netherlands2016;;777,227,541,581;48108;Millenials
Netherlands;2016;female;75+ years;87;781301;11,14;Netherlands2016;;777,227,541,581;48108;Silent
Netherlands;2016;female;55-74 years;209;2037375;10,26;Netherlands2016;;777,227,541,581;48108;Boomers
Netherlands;2016;female;35-54 years;217;2334777;9,29;Netherlands2016;;777,227,541,581;48108;Generation X
Netherlands;2016;male;15-24 years;77;1067719;7,21;Netherlands2016;;777,227,541,581;48108;Millenials
Netherlands;2016;female;25-34 years;65;1043372;6,23;Netherlands2016;;777,227,541,581;48108;Millenials
Netherlands;2016;female;15-24 years;35;1025443;3,41;Netherlands2016;;777,227,541,581;48108;Millenials
New Zealand;1985;male;75+ years;18;46900;38,38;New Zealand1985;0,805;24,950,895,141;8246;G,I, Generation
New Zealand;1985;male;55-74 years;60;235700;25,46;New Zealand1985;0,805;24,950,895,141;8246;G,I, Generation
New Zealand;1985;male;25-34 years;51;255400;19,97;New Zealand1985;0,805;24,950,895,141;8246;Boomers
New Zealand;1985;male;15-24 years;60;305400;19,65;New Zealand1985;0,805;24,950,895,141;8246;Generation X
New Zealand;1985;male;35-54 years;64;371200;17,24;New Zealand1985;0,805;24,950,895,141;8246;Silent
New Zealand;1985;female;55-74 years;26;259300;10,03;New Zealand1985;0,805;24,950,895,141;8246;G,I, Generation
New Zealand;1985;female;35-54 years;22;364600;6,03;New Zealand1985;0,805;24,950,895,141;8246;Silent
New Zealand;1985;female;15-24 years;15;291600;5,14;New Zealand1985;0,805;24,950,895,141;8246;Generation X
New Zealand;1985;female;25-34 years;13;259100;5,02;New Zealand1985;0,805;24,950,895,141;8246;Boomers
New Zealand;1985;female;75+ years;4;81500;4,91;New Zealand1985;0,805;24,950,895,141;8246;G,I, Generation
New Zealand;1985;female;5-14 years;3;272300;1,1;New Zealand1985;0,805;24,950,895,141;8246;Generation X
New Zealand;1985;male;5-14 years;2;282800;0,71;New Zealand1985;0,805;24,950,895,141;8246;Generation X
New Zealand;1986;male;75+ years;18;49400;36,44;New Zealand1986;;30,604,668,357;10114;G,I, Generation
New Zealand;1986;male;35-54 years;100;376100;26,59;New Zealand1986;;30,604,668,357;10114;Silent
New Zealand;1986;male;55-74 years;60;237900;25,22;New Zealand1986;;30,604,668,357;10114;G,I, Generation
New Zealand;1986;male;15-24 years;68;296200;22,96;New Zealand1986;;30,604,668,357;10114;Generation X
New Zealand;1986;male;25-34 years;53;258000;20,54;New Zealand1986;;30,604,668,357;10114;Boomers
New Zealand;1986;female;75+ years;9;84000;10,71;New Zealand1986;;30,604,668,357;10114;G,I, Generation
New Zealand;1986;female;55-74 years;27;259200;10,42;New Zealand1986;;30,604,668,357;10114;G,I, Generation
New Zealand;1986;female;35-54 years;31;373800;8,29;New Zealand1986;;30,604,668,357;10114;Silent
New Zealand;1986;female;15-24 years;23;286900;8,02;New Zealand1986;;30,604,668,357;10114;Generation X
New Zealand;1986;female;25-34 years;21;262300;8,01;New Zealand1986;;30,604,668,357;10114;Boomers
New Zealand;1986;female;5-14 years;2;265700;0,75;New Zealand1986;;30,604,668,357;10114;Generation X
New Zealand;1986;male;5-14 years;2;276600;0,72;New Zealand1986;;30,604,668,357;10114;Generation X
New Zealand;1987;male;75+ years;28;51100;54,79;New Zealand1987;;40,338,594,862;13238;G,I, Generation
New Zealand;1987;male;15-24 years;93;295500;31,47;New Zealand1987;;40,338,594,862;13238;Generation X
New Zealand;1987;male;25-34 years;79;262900;30,05;New Zealand1987;;40,338,594,862;13238;Boomers
New Zealand;1987;male;55-74 years;64;238500;26,83;New Zealand1987;;40,338,594,862;13238;G,I, Generation
New Zealand;1987;male;35-54 years;92;384800;23,91;New Zealand1987;;40,338,594,862;13238;Silent
New Zealand;1987;female;75+ years;9;86700;10,38;New Zealand1987;;40,338,594,862;13238;G,I, Generation
New Zealand;1987;female;25-34 years;24;269900;8,89;New Zealand1987;;40,338,594,862;13238;Boomers
New Zealand;1987;female;35-54 years;28;381900;7,33;New Zealand1987;;40,338,594,862;13238;Silent
New Zealand;1987;female;15-24 years;20;286500;6,98;New Zealand1987;;40,338,594,862;13238;Generation X
New Zealand;1987;female;55-74 years;18;260500;6,91;New Zealand1987;;40,338,594,862;13238;G,I, Generation
New Zealand;1987;male;5-14 years;7;269800;2,59;New Zealand1987;;40,338,594,862;13238;Generation X
New Zealand;1987;female;5-14 years;1;259000;0,39;New Zealand1987;;40,338,594,862;13238;Generation X
New Zealand;1988;male;75+ years;20;52400;38,17;New Zealand1988;;45,493,075,684;14890;G,I, Generation
New Zealand;1988;male;15-24 years;106;291700;36,34;New Zealand1988;;45,493,075,684;14890;Generation X
New Zealand;1988;male;55-74 years;79;238700;33,1;New Zealand1988;;45,493,075,684;14890;G,I, Generation
New Zealand;1988;male;25-34 years;72;267600;26,91;New Zealand1988;;45,493,075,684;14890;Boomers
New Zealand;1988;male;35-54 years;102;390900;26,09;New Zealand1988;;45,493,075,684;14890;Silent
New Zealand;1988;female;75+ years;10;89500;11,17;New Zealand1988;;45,493,075,684;14890;G,I, Generation
New Zealand;1988;female;25-34 years;29;274400;10,57;New Zealand1988;;45,493,075,684;14890;Boomers
New Zealand;1988;female;55-74 years;25;261500;9,56;New Zealand1988;;45,493,075,684;14890;G,I, Generation
New Zealand;1988;female;15-24 years;25;285700;8,75;New Zealand1988;;45,493,075,684;14890;Generation X
New Zealand;1988;female;35-54 years;14;387600;3,61;New Zealand1988;;45,493,075,684;14890;Silent
New Zealand;1988;male;5-14 years;2;263500;0,76;New Zealand1988;;45,493,075,684;14890;Generation X
New Zealand;1988;female;5-14 years;0;251700;0;New Zealand1988;;45,493,075,684;14890;Generation X
New Zealand;1989;male;15-24 years;111;285400;38,89;New Zealand1989;;44,170,562,822;14417;Generation X
New Zealand;1989;male;75+ years;21;54400;38,6;New Zealand1989;;44,170,562,822;14417;G,I, Generation
New Zealand;1989;male;25-34 years;79;267800;29,5;New Zealand1989;;44,170,562,822;14417;Boomers
New Zealand;1989;male;35-54 years;96;396900;24,19;New Zealand1989;;44,170,562,822;14417;Silent
New Zealand;1989;male;55-74 years;57;240700;23,68;New Zealand1989;;44,170,562,822;14417;G,I, Generation
New Zealand;1989;female;55-74 years;24;261100;9,19;New Zealand1989;;44,170,562,822;14417;G,I, Generation
New Zealand;1989;female;25-34 years;22;276100;7,97;New Zealand1989;;44,170,562,822;14417;Boomers
New Zealand;1989;female;15-24 years;20;283000;7,07;New Zealand1989;;44,170,562,822;14417;Generation X
New Zealand;1989;female;35-54 years;25;398000;6,28;New Zealand1989;;44,170,562,822;14417;Silent
New Zealand;1989;male;5-14 years;8;260100;3,08;New Zealand1989;;44,170,562,822;14417;Generation X
New Zealand;1989;female;75+ years;2;92200;2,17;New Zealand1989;;44,170,562,822;14417;G,I, Generation
New Zealand;1989;female;5-14 years;0;248100;0;New Zealand1989;;44,170,562,822;14417;Generation X
New Zealand;1990;male;15-24 years;111;283700;39,13;New Zealand1990;0,82;45,519,034,244;14734;Generation X
New Zealand;1990;male;75+ years;21;56000;37,5;New Zealand1990;0,82;45,519,034,244;14734;G,I, Generation
New Zealand;1990;male;25-34 years;72;269100;26,76;New Zealand1990;0,82;45,519,034,244;14734;Boomers
New Zealand;1990;male;35-54 years;99;407200;24,31;New Zealand1990;0,82;45,519,034,244;14734;Silent
New Zealand;1990;male;55-74 years;58;242600;23,91;New Zealand1990;0,82;45,519,034,244;14734;G,I, Generation
New Zealand;1990;female;25-34 years;21;280600;7,48;New Zealand1990;0,82;45,519,034,244;14734;Boomers
New Zealand;1990;female;35-54 years;29;408600;7,1;New Zealand1990;0,82;45,519,034,244;14734;Silent
New Zealand;1990;female;15-24 years;19;278500;6,82;New Zealand1990;0,82;45,519,034,244;14734;Generation X
New Zealand;1990;female;55-74 years;17;261400;6,5;New Zealand1990;0,82;45,519,034,244;14734;G,I, Generation
New Zealand;1990;female;75+ years;6;95600;6,28;New Zealand1990;0,82;45,519,034,244;14734;G,I, Generation
New Zealand;1990;male;5-14 years;2;257900;0,78;New Zealand1990;0,82;45,519,034,244;14734;Generation X
New Zealand;1990;female;5-14 years;0;248200;0;New Zealand1990;0,82;45,519,034,244;14734;Generation X
New Zealand;1991;male;15-24 years;109;285900;38,13;New Zealand1991;;42,756,020,707;13345;Generation X
New Zealand;1991;male;25-34 years;95;277700;34,21;New Zealand1991;;42,756,020,707;13345;Boomers
New Zealand;1991;male;75+ years;17;58300;29,16;New Zealand1991;;42,756,020,707;13345;G,I, Generation
New Zealand;1991;male;35-54 years;110;428300;25,68;New Zealand1991;;42,756,020,707;13345;Boomers
New Zealand;1991;male;55-74 years;45;252700;17,81;New Zealand1991;;42,756,020,707;13345;Silent
New Zealand;1991;female;35-54 years;40;433300;9,23;New Zealand1991;;42,756,020,707;13345;Boomers
New Zealand;1991;female;55-74 years;18;271400;6,63;New Zealand1991;;42,756,020,707;13345;Silent
New Zealand;1991;female;25-34 years;19;288800;6,58;New Zealand1991;;42,756,020,707;13345;Boomers
New Zealand;1991;female;15-24 years;16;289300;5,53;New Zealand1991;;42,756,020,707;13345;Generation X
New Zealand;1991;male;5-14 years;4;265700;1,51;New Zealand1991;;42,756,020,707;13345;Millenials
New Zealand;1991;female;75+ years;1;98700;1,01;New Zealand1991;;42,756,020,707;13345;G,I, Generation
New Zealand;1991;female;5-14 years;0;253800;0;New Zealand1991;;42,756,020,707;13345;Millenials
New Zealand;1992;male;15-24 years;112;284800;39,33;New Zealand1992;;41,636,005,955;12868;Generation X
New Zealand;1992;male;25-34 years;98;278400;35,2;New Zealand1992;;41,636,005,955;12868;Boomers
New Zealand;1992;male;55-74 years;67;254700;26,31;New Zealand1992;;41,636,005,955;12868;Silent
New Zealand;1992;male;75+ years;15;60000;25;New Zealand1992;;41,636,005,955;12868;G,I, Generation
New Zealand;1992;male;35-54 years;101;440400;22,93;New Zealand1992;;41,636,005,955;12868;Boomers
New Zealand;1992;female;55-74 years;22;272600;8,07;New Zealand1992;;41,636,005,955;12868;Silent
New Zealand;1992;female;35-54 years;35;445300;7,86;New Zealand1992;;41,636,005,955;12868;Boomers
New Zealand;1992;female;15-24 years;17;286500;5,93;New Zealand1992;;41,636,005,955;12868;Generation X
New Zealand;1992;female;75+ years;6;101700;5,9;New Zealand1992;;41,636,005,955;12868;G,I, Generation
New Zealand;1992;female;25-34 years;15;290000;5,17;New Zealand1992;;41,636,005,955;12868;Boomers
New Zealand;1992;male;5-14 years;4;267200;1,5;New Zealand1992;;41,636,005,955;12868;Millenials
New Zealand;1992;female;5-14 years;1;254000;0,39;New Zealand1992;;41,636,005,955;12868;Millenials
New Zealand;1993;male;15-24 years;110;282600;38,92;New Zealand1993;;46,712,018,141;14271;Generation X
New Zealand;1993;male;25-34 years;78;279500;27,91;New Zealand1993;;46,712,018,141;14271;Boomers
New Zealand;1993;male;75+ years;15;61000;24,59;New Zealand1993;;46,712,018,141;14271;G,I, Generation
New Zealand;1993;male;35-54 years;95;452700;20,99;New Zealand1993;;46,712,018,141;14271;Boomers
New Zealand;1993;male;55-74 years;49;257600;19,02;New Zealand1993;;46,712,018,141;14271;Silent
New Zealand;1993;female;25-34 years;27;291800;9,25;New Zealand1993;;46,712,018,141;14271;Boomers
New Zealand;1993;female;55-74 years;18;274500;6,56;New Zealand1993;;46,712,018,141;14271;Silent
New Zealand;1993;female;35-54 years;28;458200;6,11;New Zealand1993;;46,712,018,141;14271;Boomers
New Zealand;1993;female;15-24 years;16;282900;5,66;New Zealand1993;;46,712,018,141;14271;Generation X
New Zealand;1993;female;75+ years;4;104200;3,84;New Zealand1993;;46,712,018,141;14271;G,I, Generation
New Zealand;1993;male;5-14 years;2;271200;0,74;New Zealand1993;;46,712,018,141;14271;Millenials
New Zealand;1993;female;5-14 years;1;257000;0,39;New Zealand1993;;46,712,018,141;14271;Millenials
New Zealand;1994;male;15-24 years;111;280300;39,6;New Zealand1994;;55,154,160,816;16615;Generation X
New Zealand;1994;male;75+ years;22;62200;35,37;New Zealand1994;;55,154,160,816;16615;G,I, Generation
New Zealand;1994;male;25-34 years;93;281200;33,07;New Zealand1994;;55,154,160,816;16615;Boomers
New Zealand;1994;male;55-74 years;76;261200;29,1;New Zealand1994;;55,154,160,816;16615;Silent
New Zealand;1994;male;35-54 years;102;466900;21,85;New Zealand1994;;55,154,160,816;16615;Boomers
New Zealand;1994;female;15-24 years;26;279500;9,3;New Zealand1994;;55,154,160,816;16615;Generation X
New Zealand;1994;female;75+ years;9;106200;8,47;New Zealand1994;;55,154,160,816;16615;G,I, Generation
New Zealand;1994;female;25-34 years;23;294100;7,82;New Zealand1994;;55,154,160,816;16615;Boomers
New Zealand;1994;female;55-74 years;16;277300;5,77;New Zealand1994;;55,154,160,816;16615;Silent
New Zealand;1994;female;35-54 years;27;472900;5,71;New Zealand1994;;55,154,160,816;16615;Boomers
New Zealand;1994;male;5-14 years;5;276200;1,81;New Zealand1994;;55,154,160,816;16615;Millenials
New Zealand;1994;female;5-14 years;2;261500;0,76;New Zealand1994;;55,154,160,816;16615;Millenials
New Zealand;1995;male;15-24 years;123;278900;44,1;New Zealand1995;0,855;63,918,039,320;18945;Generation X
New Zealand;1995;male;25-34 years;96;283000;33,92;New Zealand1995;0,855;63,918,039,320;18945;Generation X
New Zealand;1995;male;75+ years;19;64300;29,55;New Zealand1995;0,855;63,918,039,320;18945;G,I, Generation
New Zealand;1995;male;35-54 years;123;481700;25,53;New Zealand1995;0,855;63,918,039,320;18945;Boomers
New Zealand;1995;male;55-74 years;64;264900;24,16;New Zealand1995;0,855;63,918,039,320;18945;Silent
New Zealand;1995;female;15-24 years;34;276400;12,3;New Zealand1995;0,855;63,918,039,320;18945;Generation X
New Zealand;1995;female;75+ years;9;109500;8,22;New Zealand1995;0,855;63,918,039,320;18945;G,I, Generation
New Zealand;1995;female;35-54 years;36;488300;7,37;New Zealand1995;0,855;63,918,039,320;18945;Boomers
New Zealand;1995;female;25-34 years;20;296900;6,74;New Zealand1995;0,855;63,918,039,320;18945;Generation X
New Zealand;1995;female;55-74 years;15;279800;5,36;New Zealand1995;0,855;63,918,039,320;18945;Silent
New Zealand;1995;male;5-14 years;4;282500;1,42;New Zealand1995;0,855;63,918,039,320;18945;Millenials
New Zealand;1995;female;5-14 years;2;267600;0,75;New Zealand1995;0,855;63,918,039,320;18945;Millenials
New Zealand;1996;male;25-34 years;121;285400;42,4;New Zealand1996;;70,140,835,299;20434;Generation X
New Zealand;1996;male;15-24 years;105;277900;37,78;New Zealand1996;;70,140,835,299;20434;Generation X
New Zealand;1996;male;75+ years;19;66500;28,57;New Zealand1996;;70,140,835,299;20434;G,I, Generation
New Zealand;1996;male;55-74 years;68;269300;25,25;New Zealand1996;;70,140,835,299;20434;Silent
New Zealand;1996;male;35-54 years;112;496800;22,54;New Zealand1996;;70,140,835,299;20434;Boomers
New Zealand;1996;female;15-24 years;38;273100;13,91;New Zealand1996;;70,140,835,299;20434;Generation X
New Zealand;1996;female;25-34 years;21;300200;7;New Zealand1996;;70,140,835,299;20434;Generation X
New Zealand;1996;female;35-54 years;31;504300;6,15;New Zealand1996;;70,140,835,299;20434;Boomers
New Zealand;1996;female;55-74 years;13;283300;4,59;New Zealand1996;;70,140,835,299;20434;Silent
New Zealand;1996;female;75+ years;5;112700;4,44;New Zealand1996;;70,140,835,299;20434;G,I, Generation
New Zealand;1996;female;5-14 years;4;273800;1,46;New Zealand1996;;70,140,835,299;20434;Millenials
New Zealand;1996;male;5-14 years;3;289200;1,04;New Zealand1996;;70,140,835,299;20434;Millenials
New Zealand;1997;male;25-34 years;124;283300;43,77;New Zealand1997;;66,074,513,018;19041;Generation X
New Zealand;1997;male;15-24 years;113;275100;41,08;New Zealand1997;;66,074,513,018;19041;Generation X
New Zealand;1997;male;75+ years;19;68800;27,62;New Zealand1997;;66,074,513,018;19041;G,I, Generation
New Zealand;1997;male;35-54 years;120;508800;23,58;New Zealand1997;;66,074,513,018;19041;Boomers
New Zealand;1997;male;55-74 years;60;272800;21,99;New Zealand1997;;66,074,513,018;19041;Silent
New Zealand;1997;female;15-24 years;29;267800;10,83;New Zealand1997;;66,074,513,018;19041;Generation X
New Zealand;1997;female;25-34 years;30;299300;10,02;New Zealand1997;;66,074,513,018;19041;Generation X
New Zealand;1997;female;35-54 years;42;518000;8,11;New Zealand1997;;66,074,513,018;19041;Boomers
New Zealand;1997;female;75+ years;5;115700;4,32;New Zealand1997;;66,074,513,018;19041;G,I, Generation
New Zealand;1997;female;55-74 years;12;286000;4,2;New Zealand1997;;66,074,513,018;19041;Silent
New Zealand;1997;male;5-14 years;5;295200;1,69;New Zealand1997;;66,074,513,018;19041;Millenials
New Zealand;1997;female;5-14 years;3;279400;1,07;New Zealand1997;;66,074,513,018;19041;Millenials
New Zealand;1998;male;25-34 years;109;278300;39,17;New Zealand1998;;56,227,696,195;16052;Generation X
New Zealand;1998;male;15-24 years;104;272800;38,12;New Zealand1998;;56,227,696,195;16052;Generation X
New Zealand;1998;male;75+ years;20;71400;28,01;New Zealand1998;;56,227,696,195;16052;G,I, Generation
New Zealand;1998;male;55-74 years;70;276300;25,33;New Zealand1998;;56,227,696,195;16052;Silent
New Zealand;1998;male;35-54 years;130;521600;24,92;New Zealand1998;;56,227,696,195;16052;Boomers
New Zealand;1998;female;15-24 years;35;263700;13,27;New Zealand1998;;56,227,696,195;16052;Generation X
New Zealand;1998;female;25-34 years;25;295400;8,46;New Zealand1998;;56,227,696,195;16052;Generation X
New Zealand;1998;female;35-54 years;45;532900;8,44;New Zealand1998;;56,227,696,195;16052;Boomers
New Zealand;1998;female;55-74 years;17;288900;5,88;New Zealand1998;;56,227,696,195;16052;Silent
New Zealand;1998;female;75+ years;6;118800;5,05;New Zealand1998;;56,227,696,195;16052;G,I, Generation
New Zealand;1998;male;5-14 years;9;299400;3,01;New Zealand1998;;56,227,696,195;16052;Millenials
New Zealand;1998;female;5-14 years;4;283300;1,41;New Zealand1998;;56,227,696,195;16052;Millenials
New Zealand;1999;male;25-34 years;106;275910;38,42;New Zealand1999;;58,762,260,626;16556;Generation X
New Zealand;1999;male;15-24 years;83;267510;31,03;New Zealand1999;;58,762,260,626;16556;Generation X
New Zealand;1999;male;75+ years;18;74230;24,25;New Zealand1999;;58,762,260,626;16556;G,I, Generation
New Zealand;1999;male;35-54 years;125;533840;23,42;New Zealand1999;;58,762,260,626;16556;Boomers
New Zealand;1999;male;55-74 years;50;282950;17,67;New Zealand1999;;58,762,260,626;16556;Silent
New Zealand;1999;female;15-24 years;37;262170;14,11;New Zealand1999;;58,762,260,626;16556;Generation X
